Settlement Date,Settlement Period,System Sell Price(GBP/MWh),System Buy Price(GBP/MWh),Net Imbalance Volume(MWh)
06/02/2021,36,88,88,510.483
06/02/2021,37,88,88,371.904
06/02/2021,38,81.9,81.9,245.056
06/02/2021,39,77,77,95.573
06/02/2021,40,40,40,-14.1
06/02/2021,41,23,23,-103.195
06/02/2021,42,68.75,68.75,51.847
06/02/2021,43,28.72,28.72,-90.456
06/02/2021,44,28.35013,28.35013,-105.827
06/02/2021,45,25.95,25.95,-48.284
06/02/2021,46,25.47,25.47,-90.635
06/02/2021,47,11,11,-200.497
06/02/2021,48,5,5,-484.972
07/02/2021,1,3,3,-544.69
07/02/2021,2,11.5,11.5,-197.802
07/02/2021,3,11.5,11.5,-147.066
07/02/2021,4,0,0,-356.14
07/02/2021,5,-3.93,-3.93,-677.287
07/02/2021,6,-4,-4,-693.409
07/02/2021,7,-5.82,-5.82,-647.612
07/02/2021,8,-7,-7,-871.432
07/02/2021,9,-8.5,-8.5,-1039.917
07/02/2021,10,-8.5,-8.5,-1054.394
07/02/2021,11,-8.3,-8.3,-873.44
07/02/2021,12,-8.3,-8.3,-896.644
07/02/2021,13,-8,-8,-901.668
07/02/2021,14,-6.71,-6.71,-740.678
07/02/2021,15,3.5,3.5,-480.611
07/02/2021,16,5,5,-362.777
07/02/2021,17,22.05,22.05,-554.743
07/02/2021,18,26.1,26.1,-530.679
07/02/2021,19,8,8,-686.267
07/02/2021,20,8,8,-551.637
07/02/2021,21,12.05,12.05,-301.461
07/02/2021,22,13.05,13.05,-233.529
07/02/2021,23,0,0,-258.26
07/02/2021,24,11,11,-250.712
07/02/2021,25,13.05,13.05,-65.807
07/02/2021,26,67,67,296.385
07/02/2021,27,67,67,328.994
07/02/2021,28,67,67,141.137
07/02/2021,29,73,73,118.467
07/02/2021,30,73,73,113.894
07/02/2021,31,15,15,-4.247
07/02/2021,32,16,16,-130.179
07/02/2021,33,78,78,108.913
07/02/2021,34,78,78,19.108
07/02/2021,35,82,82,27.447
07/02/2021,36,84.15,84.15,143.075
07/02/2021,37,48.52487,48.52487,-5.465
07/02/2021,38,82,82,51.585
07/02/2021,39,23.2,23.2,-91.714
07/02/2021,40,22,22,-45.5
07/02/2021,41,70.25,70.25,11.158
07/02/2021,42,70,70,206.342
07/02/2021,43,69.9,69.9,32.376
07/02/2021,44,45,45,-9.086
07/02/2021,45,68.25,68.25,16.474
07/02/2021,46,39.1,39.1,-183.942
07/02/2021,47,28.07,28.07,-341.525
07/02/2021,48,12,12,-560.47
08/02/2021,1,17.63,17.63,-446.589
08/02/2021,2,19.93,19.93,-155.71
08/02/2021,3,70,70,6.891
08/02/2021,4,27.61,27.61,-80.705
08/02/2021,5,20.21,20.21,-103.138
08/02/2021,6,70,70,8.047
08/02/2021,7,74,74,411.423
08/02/2021,8,57.65418,57.65418,144.896
08/02/2021,9,70,70,121.687
08/02/2021,10,70,70,36.506
08/02/2021,11,30,30,-24.308
08/02/2021,12,74,74,137.282
08/02/2021,13,77.95,77.95,625.93
08/02/2021,14,74,74,407.425
08/02/2021,15,74,74,704.839
08/02/2021,16,65.57875,65.57875,245.076
08/02/2021,17,67.38,67.38,84.035
08/02/2021,18,75,75,250.474
08/02/2021,19,20,20,-252.013
08/02/2021,20,41.4,41.4,-152.366
08/02/2021,21,75,75,5.586
08/02/2021,22,75,75,208.924
08/02/2021,23,75,75,270.735
08/02/2021,24,74.85,74.85,136.534
08/02/2021,25,79.5,79.5,89.072
08/02/2021,26,79.5,79.5,28.944
08/02/2021,27,79.95,79.95,231.526
08/02/2021,28,79.5,79.5,8.179
08/02/2021,29,43.5,43.5,-0.592
08/02/2021,30,43.5,43.5,-36.968
08/02/2021,31,88.89,88.89,190
08/02/2021,32,92.75,92.75,320.305
08/02/2021,33,92.5,92.5,366.902
08/02/2021,34,43.98,43.98,-9.042
08/02/2021,35,44,44,-156.59
08/02/2021,36,92.5,92.5,289.009
08/02/2021,37,92.5,92.5,327.181
08/02/2021,38,88.4,88.4,185.133
08/02/2021,39,92.75,92.75,608.757
08/02/2021,40,79.95,79.95,303.351
08/02/2021,41,77.95,77.95,464.785
08/02/2021,42,75,75,247.107
08/02/2021,43,69,69,22.92
08/02/2021,44,69,69,121.177
08/02/2021,45,69,69,190.556
08/02/2021,46,45,45,-101.609
08/02/2021,47,43.5,43.5,-234.218
08/02/2021,48,43.5,43.5,-100.267
09/02/2021,1,68.5,68.5,9.244
09/02/2021,2,68.5,68.5,104.066
09/02/2021,3,48.43,48.43,-142.113
09/02/2021,4,46.38,46.38,-208.125
09/02/2021,5,20.25,20.25,-214.239
09/02/2021,6,12.5,12.5,-254.089
09/02/2021,7,11.5,11.5,-357.847
09/02/2021,8,38.4105,38.4105,-269.585
09/02/2021,9,42.46,42.46,-140.665
09/02/2021,10,12.5,12.5,-388.701
09/02/2021,11,35,35,-215.695
09/02/2021,12,12.5,12.5,-263.966
09/02/2021,13,76.75,76.75,85.436
09/02/2021,14,35,35,-139.68
09/02/2021,15,74,74,88.839
09/02/2021,16,78.75,78.75,368.442
09/02/2021,17,74,74,16.928
09/02/2021,18,75,75,353.667
09/02/2021,19,74.031,74.031,249.481
09/02/2021,20,74,74,175.25
09/02/2021,21,46,46,-37.152
09/02/2021,22,74,74,57.276
09/02/2021,23,75,75,328.083
09/02/2021,24,88.9,88.9,344.765
09/02/2021,25,100,100,554.221
09/02/2021,26,97,97,271.772
09/02/2021,27,97,97,431.655
09/02/2021,28,93.9,93.9,85.939
09/02/2021,29,47,47,-73.768
09/02/2021,30,46.47,46.47,-531.325
09/02/2021,31,46.62,46.62,-533.489
09/02/2021,32,46.7,46.7,-311.52
09/02/2021,33,46.7,46.7,-220.242
09/02/2021,34,46.7,46.7,-338.368
09/02/2021,35,46.71,46.71,-989.096
09/02/2021,36,46.71,46.71,-812.507
09/02/2021,37,47,47,-579.958
09/02/2021,38,47,47,-386.034
09/02/2021,39,94.3428,94.3428,251.644
09/02/2021,40,74.5,74.5,40.385
09/02/2021,41,46.71,46.71,-91.18
09/02/2021,42,10.1,10.1,-133.667
09/02/2021,43,10.1,10.1,-250.892
09/02/2021,44,0,0,-531.864
09/02/2021,45,46.71,46.71,-203.695
09/02/2021,46,0,0,-350.231
09/02/2021,47,10.1,10.1,-469.441
09/02/2021,48,10.1,10.1,-368.228
10/02/2021,1,42.62,42.62,-48.358
10/02/2021,2,64.75,64.75,103.086
10/02/2021,3,64.7,64.7,71.8
10/02/2021,4,49,49,-25.402
10/02/2021,5,20.25,20.25,-294.998
10/02/2021,6,20.25,20.25,-239.781
10/02/2021,7,44.07,44.07,-74.907
10/02/2021,8,49,49,-49.32
10/02/2021,9,63.89,63.89,20.075
10/02/2021,10,40.75,40.75,-107.318
10/02/2021,11,20.25,20.25,-278.984
10/02/2021,12,12,12,-387.342
10/02/2021,13,75,75,44.37
10/02/2021,14,42.05,42.05,-135.856
10/02/2021,15,44.55,44.55,-133.903
10/02/2021,16,84,84,100.785
10/02/2021,17,84,84,50.255
10/02/2021,18,99.56,99.56,264.691
10/02/2021,19,89.09,89.09,51.504
10/02/2021,20,91.20714,91.20714,83.382
10/02/2021,21,45,45,-48.087
10/02/2021,22,45.25,45.25,-26.672
10/02/2021,23,10.1,10.1,-126.884
10/02/2021,24,45.1,45.1,-140.803
10/02/2021,25,110,110,271.81
10/02/2021,26,105,105,159.55
10/02/2021,27,105,105,155.814
10/02/2021,28,118,118,236.332
10/02/2021,29,46,46,-334.081
10/02/2021,30,91,91,17.721
10/02/2021,31,45.5,45.5,-300.414
10/02/2021,32,45.3,45.3,-365.019
10/02/2021,33,46,46,-288.513
10/02/2021,34,49,49,-280.697
10/02/2021,35,49,49,-128.361
10/02/2021,36,261.67272,261.67272,-2.895
10/02/2021,37,49,49,-142.603
10/02/2021,38,48.15,48.15,-394.741
10/02/2021,39,49,49,-243.091
10/02/2021,40,48.15,48.15,-147.556
10/02/2021,41,48.1,48.1,-103.482
10/02/2021,42,78.05532,78.05532,39.35
10/02/2021,43,725,725,936.215
10/02/2021,44,300,300,758.27
10/02/2021,45,78,78,302.479
10/02/2021,46,46.2,46.2,-336.874
10/02/2021,47,69.99,69.99,37.227
10/02/2021,48,50,50,-15.693
11/02/2021,1,41.05,41.05,-180.548
11/02/2021,2,41.05,41.05,-39.108
11/02/2021,3,6.1,6.1,-389.708
11/02/2021,4,10,10,-477.429
11/02/2021,5,41,41,-341.8
11/02/2021,6,41,41,-317.762
11/02/2021,7,41,41,-54.501
11/02/2021,8,49.66,49.66,-91.667
11/02/2021,9,65.95,65.95,127.378
11/02/2021,10,65,65,217.28
11/02/2021,11,64.75,64.75,272.56
11/02/2021,12,64.5,64.5,138.171
11/02/2021,13,96.37,96.37,283.452
11/02/2021,14,96.37,96.37,344.252
11/02/2021,15,42.3,42.3,-220.753
11/02/2021,16,48,48,-72.552
11/02/2021,17,118.88,118.88,203.842
11/02/2021,18,134.72,134.72,526.394
11/02/2021,19,104,104,74.662
11/02/2021,20,45,45,-6.192
11/02/2021,21,47,47,-18.284
11/02/2021,22,98,98,49.721
11/02/2021,23,118.88,118.88,170.406
11/02/2021,24,118.88,118.88,118.829
11/02/2021,25,43,43,-279.957
11/02/2021,26,43,43,-374.91
11/02/2021,27,43,43,-200.101
11/02/2021,28,43,43,-474.983
11/02/2021,29,43,43,-280.243
11/02/2021,30,42,42,-453.737
11/02/2021,31,43,43,-287.75
11/02/2021,32,45.1,45.1,-45.209
11/02/2021,33,63.2,63.2,8.793
11/02/2021,34,63.2,63.2,4.667
11/02/2021,35,102.14,102.14,166.922
11/02/2021,36,115,115,275.517
11/02/2021,37,77.4,77.4,198.42
11/02/2021,38,77.4,77.4,88.643
11/02/2021,39,95,95,263.343
11/02/2021,40,45.1,45.1,-20.561
11/02/2021,41,75,75,169.223
11/02/2021,42,75,75,462.906
11/02/2021,43,68.5,68.5,256.86
11/02/2021,44,67.45,67.45,296.938
11/02/2021,45,67.05,67.05,184.853
11/02/2021,46,71.8,71.8,358.244
11/02/2021,47,67,67,356.784
11/02/2021,48,44.17013,44.17013,-67.756
12/02/2021,1,35.5,35.5,-366.321
12/02/2021,2,41.34,41.34,-257.55
12/02/2021,3,42.3,42.3,-61.459
12/02/2021,4,42.6,42.6,-46.495
12/02/2021,5,68.5,68.5,215.619
12/02/2021,6,68.5,68.5,146.758
12/02/2021,7,68.5,68.5,202.733
12/02/2021,8,68.5,68.5,150.042
12/02/2021,9,68.5,68.5,75.412
12/02/2021,10,35.5,35.5,-42.384
12/02/2021,11,68.5,68.5,137.562
12/02/2021,12,68.5,68.5,124.443
12/02/2021,13,75,75,1091.434
12/02/2021,14,74.5,74.5,464.102
12/02/2021,15,0.5,0.5,-590.236
12/02/2021,16,42.6,42.6,-287.042
12/02/2021,17,75,75,53.427
12/02/2021,18,82.45,82.45,215.638
12/02/2021,19,82.45,82.45,311.095
12/02/2021,20,82.45,82.45,190.147
12/02/2021,21,82.45,82.45,75.946
12/02/2021,22,42.95,42.95,-78.42
12/02/2021,23,42.77,42.77,-264.975
12/02/2021,24,42.65,42.65,-515.09
12/02/2021,25,42.65,42.65,-452.687
12/02/2021,26,42.9,42.9,-406.68
12/02/2021,27,43.1,43.1,-141.472
12/02/2021,28,75,75,73.82
12/02/2021,29,50,50,22.329
12/02/2021,30,43.05,43.05,-229.298
12/02/2021,31,43.3,43.3,-76.602
12/02/2021,32,43.3,43.3,-76.973
12/02/2021,33,43.3,43.3,-93.55
12/02/2021,34,61.54,61.54,238.939
12/02/2021,35,43.5,43.5,-3.81
12/02/2021,36,82.9,82.9,662.416
12/02/2021,37,82.9,82.9,699.203
12/02/2021,38,79.5,79.5,357.305
12/02/2021,39,79.5,79.5,583.177
12/02/2021,40,79,79,302.706
12/02/2021,41,74.2,74.2,174.884
12/02/2021,42,74,74,351.157
12/02/2021,43,69.5,69.5,403.065
12/02/2021,44,42.6,42.6,-11.873
12/02/2021,45,69,69,177.444
12/02/2021,46,69,69,501.93
12/02/2021,47,69.1,69.1,1160.256
12/02/2021,48,69,69,746.933
13/02/2021,1,68,68,503.892
13/02/2021,2,68.5,68.5,601.668
13/02/2021,3,51.37,51.37,460.652
13/02/2021,4,48.18,48.18,181.008
13/02/2021,5,49.04,49.04,448.216
13/02/2021,6,47.17,47.17,232.583
13/02/2021,7,45.99,45.99,338.95
13/02/2021,8,44.36,44.36,189.932
13/02/2021,9,47.76,47.76,446.711
13/02/2021,10,47.02,47.02,412.837
13/02/2021,11,48.28,48.28,276.714
13/02/2021,12,48.3,48.3,370.622
13/02/2021,13,69,69,299.975
13/02/2021,14,69.1,69.1,557.442
13/02/2021,15,70,70,306.899
13/02/2021,16,71,71,378.712
13/02/2021,17,71,71,185.003
13/02/2021,18,71.95,71.95,408.216
13/02/2021,19,20.3,20.3,-63.232
13/02/2021,20,44.8,44.8,-28.262
13/02/2021,21,20.3,20.3,-199.697
13/02/2021,22,20.25,20.25,-318.151
13/02/2021,23,20.25,20.25,-407.812
13/02/2021,24,20.3,20.3,-371.114
13/02/2021,25,20.3,20.3,-133.469
13/02/2021,26,43.65,43.65,-16.074
13/02/2021,27,69.75,69.75,241.502
13/02/2021,28,70,70,342.747
13/02/2021,29,70,70,438.539
13/02/2021,30,70,70,426.759
13/02/2021,31,70,70,293.515
13/02/2021,32,75,75,423.116
13/02/2021,33,75.5,75.5,456.997
13/02/2021,34,77,77,578.658
13/02/2021,35,87,87,1155.396
13/02/2021,36,92,92,1722.411
13/02/2021,37,170,170,1612.595
13/02/2021,38,77,77,1123.891
13/02/2021,39,77,77,775.212
13/02/2021,40,77,77,718.978
13/02/2021,41,75.5,75.5,604.393
13/02/2021,42,75,75,718.373
13/02/2021,43,74,74,291.162
13/02/2021,44,73,73,251.604
13/02/2021,45,70.8,70.8,174.95
13/02/2021,46,14,14,-226.567
13/02/2021,47,69.9,69.9,617.325
13/02/2021,48,47.67,47.67,148.431
14/02/2021,1,46.96,46.96,191.234
14/02/2021,2,69.8,69.8,445.401
14/02/2021,3,69.8,69.8,668.282
14/02/2021,4,69.8,69.8,427.821
14/02/2021,5,71.9,71.9,604.84
14/02/2021,6,71.8,71.8,502.995
14/02/2021,7,71.5,71.5,379.643
14/02/2021,8,40.46,40.46,141.876
14/02/2021,9,41.54,41.54,228.54
14/02/2021,10,40.26,40.26,164.009
14/02/2021,11,71.5,71.5,342.75
14/02/2021,12,71.5,71.5,366.676
14/02/2021,13,44.44,44.44,125.345
14/02/2021,14,71.5,71.5,331.275
14/02/2021,15,71.5,71.5,391.59
14/02/2021,16,71.8,71.8,441.318
14/02/2021,17,14,14,-70.293
14/02/2021,18,73,73,676.683
14/02/2021,19,73.2,73.2,509.057
14/02/2021,20,73,73,282.692
14/02/2021,21,73,73,299.395
14/02/2021,22,73,73,171.983
14/02/2021,23,73,73,106.71
14/02/2021,24,73,73,221.703
14/02/2021,25,73.85,73.85,499.954
14/02/2021,26,74.5,74.5,624.592
14/02/2021,27,74.5,74.5,579.612
14/02/2021,28,74.5,74.5,438.486
14/02/2021,29,20.75,20.75,-41.348
14/02/2021,30,20.75,20.75,-55.751
14/02/2021,31,75,75,201.718
14/02/2021,32,75,75,170.119
14/02/2021,33,76.45,76.45,353.163
14/02/2021,34,74.5,74.5,85.922
14/02/2021,35,77,77,474.51
14/02/2021,36,77,77,827.137
14/02/2021,37,77,77,1091.646
14/02/2021,38,77,77,702.344
14/02/2021,39,76,76,58.948
14/02/2021,40,22,22,-29.527
14/02/2021,41,72,72,86.513
14/02/2021,42,72,72,303.906
14/02/2021,43,70,70,59.235
14/02/2021,44,48.85,48.85,-34.815
14/02/2021,45,71.45,71.45,420.769
14/02/2021,46,71.25,71.25,242.359
14/02/2021,47,71.19,71.19,223.12
14/02/2021,48,44,44,-92.125
15/02/2021,1,70,70,86.266
15/02/2021,2,71,71,275.53
15/02/2021,3,70,70,122.658
15/02/2021,4,70,70,114.359
15/02/2021,5,29.36,29.36,-89.682
15/02/2021,6,28.33,28.33,-315.325
15/02/2021,7,25.96,25.96,-263.51
15/02/2021,8,24.91,24.91,-358.488
15/02/2021,9,71,71,246.942
15/02/2021,10,71,71,268.451
15/02/2021,11,70,70,22.513
15/02/2021,12,71,71,195.845
15/02/2021,13,73.97,73.97,856.725
15/02/2021,14,71.5,71.5,521.825
15/02/2021,15,73.97,73.97,518.446
15/02/2021,16,60.6,60.6,191.797
15/02/2021,17,77,77,217.196
15/02/2021,18,78,78,538.437
15/02/2021,19,88.5,88.5,895.657
15/02/2021,20,85,85,945.621
15/02/2021,21,81,81,800.842
15/02/2021,22,77,77,147.468
15/02/2021,23,74,74,201.129
15/02/2021,24,71.5,71.5,45.159
15/02/2021,25,27.5,27.5,-112.573
15/02/2021,26,27.5,27.5,-85.797
15/02/2021,27,68,68,69.645
15/02/2021,28,27.5,27.5,-304.025
15/02/2021,29,28,28,-102.172
15/02/2021,30,40,40,-6.678
15/02/2021,31,41.88182,41.88182,-7.658
15/02/2021,32,81.5,81.5,188.103
15/02/2021,33,31,31,-127.289
15/02/2021,34,83.6,83.6,394.184
15/02/2021,35,85,85,622.321
15/02/2021,36,99.00013,99.00013,1086.947
15/02/2021,37,98.9999,98.9999,835.188
15/02/2021,38,81.5,81.5,184.976
15/02/2021,39,81.5,81.5,99.993
15/02/2021,40,42.95,42.95,-7.119
15/02/2021,41,84.84,84.84,537.137
15/02/2021,42,70,70,541.3
15/02/2021,43,65,65,175.601
15/02/2021,44,31,31,-295.554
15/02/2021,45,32,32,-190.468
15/02/2021,46,31,31,-199.568
15/02/2021,47,68.5,68.5,111.596
15/02/2021,48,8.5,8.5,-143.802
16/02/2021,1,35,35,7.541
16/02/2021,2,8.5,8.5,-114.05
16/02/2021,3,8.5,8.5,-59.075
16/02/2021,4,7,7,-572.165
16/02/2021,5,8,8,-233.574
16/02/2021,6,28.19,28.19,-212.895
16/02/2021,7,67.25,67.25,148.496
16/02/2021,8,32.34,32.34,-128.267
16/02/2021,9,38,38,-261.133
16/02/2021,10,30,30,-268.968
16/02/2021,11,41,41,-362.112
16/02/2021,12,8,8,-230.429
16/02/2021,13,0,0,-332.781
16/02/2021,14,40.04,40.04,-129.27
16/02/2021,15,0,0,-432.365
16/02/2021,16,20.25,20.25,-351.975
16/02/2021,17,21,21,-200.022
16/02/2021,18,69.9,69.9,259.689
16/02/2021,19,42.25,42.25,-106.632
16/02/2021,20,67.25,67.25,110.852
16/02/2021,21,72,72,389.995
16/02/2021,22,72,72,500.524
16/02/2021,23,68.95,68.95,59.72
16/02/2021,24,68.95,68.95,86.775
16/02/2021,25,7.1,7.1,-12.045
16/02/2021,26,68.95,68.95,178.711
16/02/2021,27,68.95,68.95,121.449
16/02/2021,28,47.35,47.35,-100.933
16/02/2021,29,72,72,321.166
16/02/2021,30,7.05,7.05,-145.775
16/02/2021,31,22.5,22.5,-560.682
16/02/2021,32,7.1,7.1,-635.949
16/02/2021,33,68.9,68.9,25.544
16/02/2021,34,74,74,58.399
16/02/2021,35,74,74,278.932
16/02/2021,36,77,77,408.212
16/02/2021,37,24,24,-155.571
16/02/2021,38,22.5,22.5,-624.923
16/02/2021,39,24,24,-378.93
16/02/2021,40,24,24,-161.32
16/02/2021,41,69.7,69.7,52.955
16/02/2021,42,24,24,-291.551
16/02/2021,43,20.3,20.3,-568.796
16/02/2021,44,7.1,7.1,-537.328
16/02/2021,45,7.05,7.05,-552.981
16/02/2021,46,38.846,38.846,-613.725
16/02/2021,47,35.14,35.14,-234.81
16/02/2021,48,7,7,-600.256
17/02/2021,1,33.08,33.08,-183.918
17/02/2021,2,69,69,200.964
17/02/2021,3,69.25,69.25,380.473
17/02/2021,4,45,45,-26.746
17/02/2021,5,45,45,-301.483
17/02/2021,6,22.5,22.5,-564.177
17/02/2021,7,16.33,16.33,-443.432
17/02/2021,8,-60,-60,-719.642
17/02/2021,9,7,7,-207.664
17/02/2021,10,16.42,16.42,-439.782
17/02/2021,11,0,0,-336.796
17/02/2021,12,0,0,-294.832
17/02/2021,13,21.15,21.15,-166.121
17/02/2021,14,68.95,68.95,134.711
17/02/2021,15,44.76,44.76,-41.85
17/02/2021,16,43.62,43.62,-93.058
17/02/2021,17,30.6,30.6,-402.585
17/02/2021,18,43.8,43.8,-64.411
17/02/2021,19,69.1,69.1,290.76
17/02/2021,20,44,44,-137.537
17/02/2021,21,44,44,-535.552
17/02/2021,22,45.4,45.4,-154.163
17/02/2021,23,43.35,43.35,-75.68
17/02/2021,24,68.95,68.95,23.217
17/02/2021,25,69,69,245.712
17/02/2021,26,68.95,68.95,110.692
17/02/2021,27,35.36488,35.36488,-195.3
17/02/2021,28,0,0,-919.749
17/02/2021,29,0,0,-1085.418
17/02/2021,30,38.99,38.99,-711.513
17/02/2021,31,43.24,43.24,-223.458
17/02/2021,32,55,55,38.081
17/02/2021,33,68.5,68.5,324.668
17/02/2021,34,68.5,68.5,152.944
17/02/2021,35,68.5,68.5,28.347
17/02/2021,36,76,76,436.07
17/02/2021,37,50,50,-1.919
17/02/2021,38,7.1,7.1,-262.094
17/02/2021,39,20.4,20.4,-60.696
17/02/2021,40,68.95,68.95,10.206
17/02/2021,41,7.1,7.1,-137.076
17/02/2021,42,20.4,20.4,-324.648
17/02/2021,43,8.5,8.5,-678.21
17/02/2021,44,7,7,-642.302
17/02/2021,45,8.5,8.5,-396.468
17/02/2021,46,7,7,-762.069
17/02/2021,47,8,8,-345.187
17/02/2021,48,8,8,-292.133
18/02/2021,1,8.5,8.5,-161.737
18/02/2021,2,8.5,8.5,-118.154
18/02/2021,3,26.94,26.94,-243.289
18/02/2021,4,7,7,-443.201
18/02/2021,5,8.5,8.5,-114.203
18/02/2021,6,23.18,23.18,-201.732
18/02/2021,7,68.75,68.75,105.454
18/02/2021,8,68.75,68.75,63.653
18/02/2021,9,45,45,-0.407
18/02/2021,10,8.5,8.5,-170.571
18/02/2021,11,22.15,22.15,-222.409
18/02/2021,12,33.1,33.1,-190.651
18/02/2021,13,68.75,68.75,45.245
18/02/2021,14,68.75,68.75,122.057
18/02/2021,15,70,70,774.983
18/02/2021,16,69,69,611.542
18/02/2021,17,68.8,68.8,235.514
18/02/2021,18,68.8,68.8,268.674
18/02/2021,19,20.25,20.25,-786.778
18/02/2021,20,10.4,10.4,-715.622
18/02/2021,21,68,68,220.706
18/02/2021,22,67.55,67.55,235.325
18/02/2021,23,67.55,67.55,45.303
18/02/2021,24,10.4,10.4,-317.148
18/02/2021,25,10.25,10.25,-389.567
18/02/2021,26,7.05,7.05,-531.657
18/02/2021,27,7.05,7.05,-531.126
18/02/2021,28,10.25,10.25,-482.055
18/02/2021,29,10.25,10.25,-600.854
18/02/2021,30,10.25,10.25,-808.008
18/02/2021,31,10.25,10.25,-1000.759
18/02/2021,32,0,0,-651.19
18/02/2021,33,7.05,7.05,-487.765
18/02/2021,34,15,15,-101.822
18/02/2021,35,75,75,93.057
18/02/2021,36,76.5,76.5,539.51
18/02/2021,37,76.5,76.5,555.774
18/02/2021,38,73.5,73.5,339.17
18/02/2021,39,72,72,165.043
18/02/2021,40,44.16,44.16,-3.595
18/02/2021,41,10.45,10.45,-85.239
18/02/2021,42,7.05,7.05,-153.421
18/02/2021,43,10.25,10.25,-221.22
18/02/2021,44,31.5,31.5,-114.477
18/02/2021,45,21.72,21.72,-105.453
18/02/2021,46,69.3,69.3,251.207
18/02/2021,47,69,69,191.802
18/02/2021,48,64,64,28.051
19/02/2021,1,7.05,7.05,-215.742
19/02/2021,2,42.37,42.37,-30.926
19/02/2021,3,8.5,8.5,-68.318
19/02/2021,4,7.05,7.05,-291.896
19/02/2021,5,7,7,-365.871
19/02/2021,6,32.78394,32.78394,-516.38
19/02/2021,7,38,38,-53.266
19/02/2021,8,7,7,-354.336
19/02/2021,9,7.05,7.05,-266.821
19/02/2021,10,27.15,27.15,-279.2
19/02/2021,11,33.54,33.54,-213.33
19/02/2021,12,44.91,44.91,-184.079
19/02/2021,13,43.29,43.29,-133.597
19/02/2021,14,40.24844,40.24844,-181.286
19/02/2021,15,10.25,10.25,-409.031
19/02/2021,16,10.28159,10.28159,-254.615
19/02/2021,17,45,45,-616.334
19/02/2021,18,38,38,-137.461
19/02/2021,19,10,10,-284.731
19/02/2021,20,68.95,68.95,12.69
19/02/2021,21,68.95,68.95,114.531
19/02/2021,22,68.95,68.95,180.255
19/02/2021,23,68.95,68.95,229.042
19/02/2021,24,68.95,68.95,140.4
19/02/2021,25,70.75,70.75,394.312
19/02/2021,26,70.62969,70.62969,449.404
19/02/2021,27,68.95,68.95,367.658
19/02/2021,28,68.95,68.95,268.777
19/02/2021,29,68.95,68.95,218.437
19/02/2021,30,68.95,68.95,66.75
19/02/2021,31,30,30,-177.801
19/02/2021,32,0,0,-233.859
19/02/2021,33,0,0,-340.466
19/02/2021,34,7.05,7.05,-121.597
19/02/2021,35,7.25,7.25,-97.594
19/02/2021,36,7.25,7.25,-132.531
19/02/2021,37,42,42,-11.007
19/02/2021,38,71.25,71.25,175.223
19/02/2021,39,71.5,71.5,374.876
19/02/2021,40,70.9,70.9,302.701
19/02/2021,41,69.5,69.5,296.689
19/02/2021,42,69.5,69.5,271.434
19/02/2021,43,42.69,42.69,-212.36
19/02/2021,44,36.97,36.97,-351.07
19/02/2021,45,8,8,-335.593
19/02/2021,46,7,7,-362.429
19/02/2021,47,32.75,32.75,-160.252
19/02/2021,48,62.5,62.5,57.628
20/02/2021,1,32.27,32.27,-29.599
20/02/2021,2,68.9,68.9,284.923
20/02/2021,3,70.5,70.5,380.233
20/02/2021,4,70.5,70.5,368.861
20/02/2021,5,70.5,70.5,321.617
20/02/2021,6,68.9,68.9,171.883
20/02/2021,7,68.9,68.9,94.599
20/02/2021,8,68.9,68.9,250.357
20/02/2021,9,68.9,68.9,157.694
20/02/2021,10,26.44,26.44,-26.413
20/02/2021,11,24.6,24.6,-249.988
20/02/2021,12,22.39,22.39,-443.625
20/02/2021,13,27.94751,27.94751,-313.458
20/02/2021,14,29.65,29.65,-211.86
20/02/2021,15,62.5,62.5,15.856
20/02/2021,16,28.61,28.61,-370.155
20/02/2021,17,45.94,45.94,-431.19
20/02/2021,18,62.5,62.5,21.856
20/02/2021,19,70.5,70.5,445.079
20/02/2021,20,70.5,70.5,573.171
20/02/2021,21,70.5,70.5,320.381
20/02/2021,22,70.45,70.45,202.516
20/02/2021,23,70,70,42.015
20/02/2021,24,22.12,22.12,-70.562
20/02/2021,25,70,70,31.845
20/02/2021,26,70,70,7.135
20/02/2021,27,42.68,42.68,-65.671
20/02/2021,28,38,38,-271.43
20/02/2021,29,38,38,-639.885
20/02/2021,30,18.36,18.36,-687.666
20/02/2021,31,0,0,-627.247
20/02/2021,32,0,0,-792.233
20/02/2021,33,18.59,18.59,-555.844
20/02/2021,34,35.86,35.86,-269.199
20/02/2021,35,70,70,206.702
20/02/2021,36,73.45,73.45,723.52
20/02/2021,37,73.45,73.45,891.698
20/02/2021,38,73.45,73.45,655.334
20/02/2021,39,70,70,197.21
20/02/2021,40,35,35,-207.526
20/02/2021,41,7.05,7.05,-558.335
20/02/2021,42,7.05,7.05,-537.451
20/02/2021,43,23.71,23.71,-313.041
20/02/2021,44,17.69,17.69,-598.64
20/02/2021,45,23.79,23.79,-72.372
20/02/2021,46,16.84,16.84,-321.682
20/02/2021,47,13.12,13.12,-598.883
20/02/2021,48,13.12,13.12,-643.911
21/02/2021,1,11.79015,11.79015,-535.644
21/02/2021,2,12.29,12.29,-275.091
21/02/2021,3,16.88,16.88,-500.347
21/02/2021,4,16.52,16.52,-600.321
21/02/2021,5,7.94,7.94,-524.526
21/02/2021,6,7.94,7.94,-518.131
21/02/2021,7,6.18,6.18,-775.087
21/02/2021,8,6.23,6.23,-665.851
