SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,NSL_FLOW,ELECLINK_FLOW
30/03/2023,10,20274,22655,18286,1935,6545,0,13080,0,1469,664,855,1050,-410,-2,216,1085,999
30/03/2023,11,20761,22483,18749,1925,6545,0,13080,0,883,605,783,859,-266,-73,8,1094,999
30/03/2023,12,21685,22597,19571,1914,6545,0,13080,0,279,602,780,846,-116,-17,0,1095,999
30/03/2023,13,23875,24519,21617,1936,6545,0,13080,0,116,555,875,638,35,58,-28,1095,999
30/03/2023,14,25834,26524,23383,1957,6545,1,13080,0,161,556,871,638,184,12,-29,1095,998
30/03/2023,15,28917,29425,26232,1969,6545,124,13080,0,8,800,520,881,213,0,216,1095,998
30/03/2023,16,30028,30536,27174,1980,6545,552,13080,0,8,813,500,904,240,25,226,1095,998
30/03/2023,17,30775,31283,27798,2011,6545,1162,13080,0,8,821,676,951,111,0,156,1095,998
30/03/2023,18,30428,30935,27436,2042,6545,1681,13080,0,7,821,688,952,16,0,153,1095,997
30/03/2023,19,30619,31159,27598,2085,6545,1755,13080,0,5,872,672,881,-35,0,270,1095,997
30/03/2023,20,30245,30845,27197,2127,6545,2424,13080,0,7,875,671,879,-93,0,275,1095,998
30/03/2023,21,29507,30322,26522,2175,6545,3174,13080,0,7,837,688,814,-245,-63,248,1095,998
30/03/2023,22,28980,30034,26034,2222,6545,3727,13080,0,8,834,691,813,-390,-156,247,1095,995
30/03/2023,23,28132,29013,25247,2266,6545,4175,13080,0,8,765,763,974,-339,-34,250,1095,906
30/03/2023,24,27727,28497,24908,2310,6545,4684,13080,0,7,764,772,975,-263,0,250,1095,898
30/03/2023,25,27676,28514,24880,2367,6545,5094,13080,0,6,851,916,908,-332,0,295,1095,810
30/03/2023,26,27110,28019,24393,2424,6545,5617,13080,0,7,853,927,905,-402,0,296,1095,808
30/03/2023,27,26579,27575,23862,2437,6545,6228,13080,0,9,691,988,1048,-450,-37,511,1095,986
30/03/2023,28,26167,27266,23513,2450,6545,5792,13080,0,11,683,992,1051,-450,-138,520,1095,997
30/03/2023,29,25820,26812,23197,2414,6545,5557,13080,0,11,821,992,1050,-450,-31,471,1095,997
30/03/2023,30,25584,26624,22982,2378,6545,5201,13080,0,10,829,992,1051,-428,-102,470,1095,997
30/03/2023,31,25565,26752,22970,2344,6545,4628,13080,0,9,783,992,1051,-450,-228,518,1095,997
30/03/2023,32,26371,27459,23735,2310,6545,3694,13080,0,9,783,992,1051,-450,-129,519,1095,997
30/03/2023,33,27408,28368,24722,2144,6545,3306,13080,0,7,994,992,741,-443,-10,622,1095,997
30/03/2023,34,28609,29450,25873,1978,6545,2940,13080,0,10,1001,992,709,-331,0,625,1095,990
30/03/2023,35,29880,30644,27079,1850,6545,1960,13080,0,5,845,992,945,-259,0,624,1095,741
30/03/2023,36,31046,31806,28263,1721,6545,1291,13080,0,4,834,992,953,-256,0,624,1095,724
30/03/2023,37,31891,32661,29095,1626,6545,830,13080,0,4,737,992,1045,-266,0,620,1095,705
30/03/2023,38,32454,33187,29636,1530,6545,324,13080,0,3,729,992,1050,-230,0,619,1096,712
30/03/2023,39,32884,33585,30084,1531,6545,41,13080,0,5,566,992,1050,-196,0,690,1095,981
30/03/2023,40,32763,33406,29970,1532,6545,0,13080,0,12,559,992,1050,-131,0,692,1095,998
30/03/2023,41,32410,33078,29574,1515,6545,0,13080,0,10,699,992,1050,-158,0,644,1096,997
30/03/2023,42,31384,32259,28557,1498,6545,0,13080,0,8,704,992,1050,-309,-58,642,1095,998
30/03/2023,43,30045,31074,27331,1526,6545,0,13080,0,7,612,992,1050,-436,-86,737,1095,998
30/03/2023,44,28464,29649,25907,1553,6545,0,13080,0,9,609,992,1050,-450,-226,740,1095,998
30/03/2023,45,26810,28149,24386,1564,6545,0,13080,0,12,700,992,909,-450,-377,944,1095,998
30/03/2023,46,25459,26801,23177,1575,6545,0,13080,0,12,711,992,905,-450,-380,951,1095,998
30/03/2023,47,23632,24983,21431,1549,6545,0,13080,0,105,988,992,1049,-444,-302,732,1095,998
30/03/2023,48,22419,23827,20315,1523,6545,0,13080,0,275,1004,992,1051,-380,-253,724,1095,998
31/03/2023,1,21576,22958,19484,1569,6545,0,13080,0,92,968,992,1051,-390,-400,967,1095,999
31/03/2023,2,21009,22550,18930,1614,6545,0,13080,0,212,966,984,1050,-390,-439,976,1095,999
31/03/2023,3,21079,22732,19001,1626,6545,0,13080,0,327,1002,989,1051,-390,-436,957,1095,997
31/03/2023,4,21473,23375,19408,1638,6545,0,13080,0,719,1003,992,1050,-390,-293,956,1096,998
31/03/2023,5,21280,23321,19230,1634,6545,0,13080,0,830,1003,992,1050,-390,-321,998,1095,998
31/03/2023,6,20923,22998,18911,1629,6545,0,13080,0,850,1004,992,1051,-390,-335,999,1095,998
31/03/2023,7,20675,23207,18684,1644,6545,0,13080,0,1416,1004,992,1051,-390,-226,999,1095,998
31/03/2023,8,20438,23118,18511,1659,6545,0,13080,0,1450,1003,992,1051,-390,-340,999,1095,998
31/03/2023,9,20194,22984,18329,1706,6545,0,13080,0,1440,1004,992,898,-390,-460,813,1095,998
31/03/2023,10,20328,22974,18489,1752,6545,0,13080,0,1427,997,990,889,-365,-354,804,1095,998
31/03/2023,11,20840,22800,18939,1797,6545,0,13080,0,986,689,909,401,-271,-203,389,1095,998
31/03/2023,12,21616,23058,19693,1841,6545,0,13080,0,552,669,901,371,-337,-53,371,1095,998
31/03/2023,13,23876,24729,21786,1874,6545,0,13080,0,106,558,830,171,-247,0,475,1095,998
31/03/2023,14,25923,26816,23710,1907,6545,0,13080,0,95,553,825,170,-298,0,477,1066,998
31/03/2023,15,28723,30248,26250,1885,6545,23,13080,0,13,606,809,-550,-411,-51,166,694,997
31/03/2023,16,30397,31953,27813,1862,6545,202,13080,0,12,615,811,-646,-332,-66,155,677,998
31/03/2023,17,31563,33265,28834,1872,6545,406,13080,0,12,920,896,-554,-427,-209,456,1049,997
31/03/2023,18,31532,33293,28818,1881,6545,679,13080,0,13,939,904,-549,-452,-247,467,1095,997
31/03/2023,19,32162,33325,29404,1937,6545,951,13080,0,9,967,982,-73,-451,-130,620,1095,996
31/03/2023,20,32308,33412,29534,1992,6545,1336,13080,0,12,968,985,0,-452,-140,623,1095,990
31/03/2023,21,31740,32869,28972,2052,6545,1637,13080,0,10,859,893,0,-452,-167,207,1095,721
31/03/2023,22,31248,32350,28517,2111,6545,1888,13080,0,9,856,889,0,-452,-141,189,1095,709
31/03/2023,23,31007,32207,28311,2171,6545,2064,13080,0,9,996,985,0,-451,-240,213,1095,888
31/03/2023,24,30733,31936,28040,2231,6545,2207,13080,0,8,1002,992,0,-452,-243,213,1095,903
31/03/2023,25,30658,31862,27974,2287,6545,2298,13080,0,5,910,992,0,-452,-247,214,1095,992
31/03/2023,26,30558,31720,27811,2342,6545,2522,13080,0,8,906,992,0,-451,-203,228,1095,997
31/03/2023,27,30088,31310,27360,2428,6545,2413,13080,0,7,998,992,0,-451,-264,958,1095,997
31/03/2023,28,29449,30616,26804,2513,6545,2402,13080,0,7,1004,992,0,-451,-209,999,1095,997
31/03/2023,29,29289,30329,26717,2567,6545,2256,13080,0,6,1004,992,826,-451,-83,999,1095,998
31/03/2023,30,29222,30336,26659,2620,6545,2239,13080,0,5,1004,992,1049,-451,-158,999,1095,997
31/03/2023,31,29111,30169,26520,2648,6545,1873,13080,0,7,1004,992,757,-451,-100,999,1095,997
31/03/2023,32,29454,30487,26883,2676,6545,1454,13080,0,9,1004,992,751,-451,-73,999,1095,997
31/03/2023,33,30135,31242,27534,2652,6545,1361,13080,0,7,1004,992,698,-451,-149,1017,1095,998
31/03/2023,34,31030,31951,28355,2627,6545,1001,13080,0,6,1003,989,695,-384,-31,1018,1095,998
31/03/2023,35,31739,32582,28992,2587,6545,657,13080,0,8,956,894,377,-335,0,954,1095,998
31/03/2023,36,32108,33002,29344,2547,6545,500,13080,0,4,951,882,364,-390,0,951,1095,997
31/03/2023,37,32034,32879,29293,2474,6545,275,13080,0,4,817,661,391,-341,0,762,1095,998
31/03/2023,38,31994,32941,29277,2400,6545,103,13080,0,4,814,654,400,-443,0,756,1095,998
31/03/2023,39,32194,33160,29533,2333,6545,15,13080,0,10,991,970,1014,-451,-5,1009,1095,997
31/03/2023,40,32127,33205,29457,2265,6545,0,13080,0,10,1004,992,1048,-452,-116,1019,1095,998
31/03/2023,41,31635,32863,28974,2222,6545,0,13080,0,10,1003,992,908,-451,-267,1019,1095,997
31/03/2023,42,30448,31815,27877,2179,6545,0,13080,0,13,1004,992,902,-451,-403,1019,1095,998
31/03/2023,43,29306,30639,26790,2157,6545,0,13080,0,9,1004,992,1044,-451,-373,1000,1095,996
31/03/2023,44,27940,29390,25525,2135,6545,0,13080,0,8,1004,992,1051,-452,-490,999,1095,996
31/03/2023,45,26470,27889,24202,2107,6545,0,13080,0,8,1004,992,1049,-451,-460,999,1095,997
31/03/2023,46,25075,26546,22907,2078,6545,0,13080,0,12,1004,992,1048,-452,-507,999,1095,998
31/03/2023,47,23788,25329,21686,2042,6545,0,13080,0,64,1004,992,1051,-451,-526,999,1095,997
31/03/2023,48,22615,24485,20601,2006,6545,0,13080,0,391,1002,989,1051,-452,-527,999,1095,997
01/04/2023,1,21645,23562,19711,1877,6545,0,13080,0,484,864,867,943,-406,-527,999,1095,998
01/04/2023,2,21264,23304,19351,1747,6545,0,13080,0,622,851,852,937,-391,-527,998,1095,998
01/04/2023,3,21155,23188,19275,1736,6545,0,13080,0,621,576,637,857,-391,-521,601,1095,999
01/04/2023,4,21593,23653,19753,1725,6545,0,13080,0,751,561,624,826,-391,-418,582,1095,999
01/04/2023,5,21370,23610,19539,1683,6545,0,13080,0,953,609,695,391,-391,-396,186,1095,998
01/04/2023,6,20925,23325,19086,1640,6545,0,13080,0,1161,614,707,390,-391,-348,170,1095,999
01/04/2023,7,20492,22927,18658,1619,6545,0,13080,0,1072,843,974,466,-391,-472,455,1095,998
01/04/2023,8,20136,22531,18268,1598,6545,0,13080,0,1096,857,992,469,-391,-408,465,1095,998
01/04/2023,9,20000,22401,18116,1570,6545,0,13080,0,1081,997,992,649,-391,-429,521,1095,999
01/04/2023,10,20006,22277,18132,1541,6545,0,13080,0,994,1002,992,663,-388,-389,523,1095,998
01/04/2023,11,20081,22273,18191,1518,6545,0,13080,0,1154,910,991,664,-300,-238,510,1095,999
01/04/2023,12,20392,22169,18474,1494,6545,0,13080,0,829,907,991,656,-301,-147,509,1095,999
01/04/2023,13,21532,22524,19535,1448,6545,0,13080,0,291,998,992,418,-164,-37,652,1095,998
01/04/2023,14,22371,23039,20287,1402,6545,0,13080,0,142,1005,992,422,-26,0,659,1095,998
01/04/2023,15,23779,24350,21596,1347,6545,41,13080,0,71,1004,992,950,58,0,986,1095,998
01/04/2023,16,24930,25436,22627,1292,6545,232,13080,0,6,1004,992,975,159,0,999,1095,998
01/04/2023,17,26511,27014,24017,1317,6545,520,13080,0,3,1004,992,1047,44,0,999,1095,998
01/04/2023,18,27280,27786,24670,1341,6545,899,13080,0,6,1004,992,1049,5,0,999,1095,997
01/04/2023,19,28071,28576,25365,1386,6545,1235,13080,0,5,1004,992,858,111,0,999,1095,998
01/04/2023,20,28269,28775,25545,1431,6545,1442,13080,0,6,1004,992,857,187,0,999,1095,998
01/04/2023,21,28558,29063,25810,1448,6545,1713,13080,0,5,1004,992,1011,177,0,999,1095,999
01/04/2023,22,28545,29052,25762,1464,6545,1878,13080,0,7,1004,992,1012,146,0,999,1095,998
01/04/2023,23,28333,28840,25554,1496,6545,2042,13080,0,7,1004,992,1050,128,0,999,1095,998
01/04/2023,24,28183,28688,25408,1528,6545,2161,13080,0,5,1004,992,1050,178,0,1000,1095,998
01/04/2023,25,27868,28375,25071,1570,6545,2434,13080,0,7,1004,992,1051,215,0,999,1095,998
01/04/2023,26,27368,27876,24587,1612,6545,2611,13080,0,8,1004,992,1049,192,0,999,1095,998
01/04/2023,27,27041,27593,24278,1627,6545,2653,13080,0,6,1004,992,1050,46,-46,999,1095,998
01/04/2023,28,26796,27354,24024,1642,6545,2849,13080,0,5,1004,992,1050,-37,-16,999,1095,998
01/04/2023,29,26540,27045,23793,1666,6545,2837,13080,0,5,1004,992,1049,25,0,999,1095,998
01/04/2023,30,26350,26853,23587,1690,6545,2766,13080,0,3,1004,992,1051,0,0,999,1095,998
01/04/2023,31,26522,27027,23736,1705,6545,2678,13080,0,5,1004,992,1050,68,0,999,1095,998
01/04/2023,32,26606,27112,23803,1719,6545,2395,13080,0,6,1004,992,1050,134,0,999,1095,998
01/04/2023,33,27066,27576,24182,1673,6545,1967,13080,0,10,1004,992,866,107,0,1018,1095,998
01/04/2023,34,27963,28473,25038,1626,6545,1457,13080,0,10,1004,992,854,247,0,1019,1095,997
01/04/2023,35,29073,29582,26080,1577,6545,1196,13080,0,9,1004,992,943,248,0,1019,1096,997
01/04/2023,36,29595,30107,26561,1527,6545,879,13080,0,12,1004,992,944,342,30,1019,1096,998
01/04/2023,37,30148,30653,27135,1443,6545,513,13080,0,5,1004,992,1008,232,0,1019,1096,997
01/04/2023,38,30617,31122,27601,1358,6545,221,13080,0,5,1004,992,1012,82,0,1019,1095,997
01/04/2023,39,30796,31303,27853,1313,6545,49,13080,0,6,1004,992,1050,-1,0,1019,1095,997
01/04/2023,40,30868,31465,27938,1268,6545,0,13080,0,6,1004,992,1050,-91,0,1019,1095,997
01/04/2023,41,30425,31238,27490,1236,6545,0,13080,0,8,1004,992,1050,-242,-63,1019,1095,998
01/04/2023,42,29717,30772,26846,1204,6545,0,13080,0,6,1004,992,1043,-392,-157,1019,1095,998
01/04/2023,43,29036,30274,26234,1195,6545,0,13080,0,7,1004,992,1050,-451,-280,1000,1095,998
01/04/2023,44,27982,29273,25247,1186,6545,0,13080,0,7,1004,992,1050,-452,-332,999,1095,998
01/04/2023,45,26598,27743,24014,1164,6545,0,13080,0,7,988,985,1051,-451,-187,999,1095,997
01/04/2023,46,25377,26546,22881,1141,6545,0,13080,0,7,987,985,1050,-452,-210,999,1095,998
01/04/2023,47,23880,24946,21491,1109,6545,0,13080,0,7,1003,992,1050,-383,-176,999,1095,997
01/04/2023,48,22884,23756,20563,1076,6545,0,13080,0,7,1004,992,1051,-267,-98,999,1095,998
02/04/2023,1,22002,23002,19747,1045,6545,0,13080,0,7,1004,992,1050,-258,-235,999,1095,998
02/04/2023,2,21559,22642,19352,1014,6545,0,13080,0,13,1004,992,1050,-258,-312,999,1095,998
02/04/2023,3,21599,22542,19456,1001,6545,0,13080,0,12,1004,992,1050,-258,-173,999,1095,998
02/04/2023,4,21931,22749,19836,988,6545,0,13080,0,12,1004,992,1050,-258,-48,999,1095,998
02/04/2023,5,21689,22578,19624,976,6545,0,13080,0,11,1004,992,1050,-258,-120,999,1096,999
02/04/2023,6,21255,22094,19206,964,6545,0,13080,0,8,1004,992,1050,-258,-73,999,1095,998
02/04/2023,7,20913,21878,18858,957,6545,0,13080,0,8,1004,992,1051,-258,-199,999,1095,998
02/04/2023,8,20619,21841,18554,950,6545,0,13080,0,113,1004,992,1050,-258,-351,999,1095,998
02/04/2023,9,20512,21825,18469,954,6545,0,13080,0,126,1004,992,1050,-258,-429,999,1095,998
02/04/2023,10,20284,21736,18262,957,6545,0,13080,0,172,1004,992,1051,-258,-522,999,1095,998
02/04/2023,11,20234,21633,18193,948,6545,0,13080,0,123,1004,992,1049,-258,-518,999,1096,998
02/04/2023,12,20291,21573,18215,939,6545,0,13080,0,122,1004,992,1050,-258,-402,999,1095,998
02/04/2023,13,20911,22013,18790,920,6545,0,13080,0,15,1004,992,1050,-337,-250,999,1095,998
02/04/2023,14,21399,22554,19246,900,6545,1,13080,0,8,1004,992,1050,-446,-201,999,1095,998
02/04/2023,15,22564,23839,20302,854,6545,97,13080,0,4,1003,992,1050,-452,-319,999,1095,998
02/04/2023,16,23448,24657,21115,808,6545,414,13080,0,5,1004,992,1051,-452,-252,999,1095,998
02/04/2023,17,24374,25679,21897,813,6545,828,13080,0,4,1003,992,1050,-452,-349,999,1095,997
02/04/2023,18,24985,26267,22409,817,6545,1207,13080,0,6,1003,992,1051,-451,-325,999,1095,998
02/04/2023,19,25540,26948,22931,824,6545,1709,13080,0,4,1003,992,1049,-452,-452,932,1095,997
02/04/2023,20,25863,27307,23187,831,6545,2198,13080,0,4,1003,992,1051,-452,-488,929,1095,998
02/04/2023,21,26016,27502,23260,817,6545,2665,13080,0,5,1003,992,1049,-452,-529,997,1095,998
02/04/2023,22,25863,27346,23094,803,6545,3116,13080,0,8,1003,992,1043,-452,-523,998,1095,998
02/04/2023,23,25916,27400,23107,779,6545,3572,13080,0,4,1004,992,1050,-452,-528,678,1095,998
02/04/2023,24,25540,27029,22694,754,6545,4305,13080,0,8,1004,992,1051,-452,-529,664,1095,998
02/04/2023,25,25349,26838,22467,745,6545,4764,13080,0,8,1004,992,1051,-452,-529,374,1095,998
02/04/2023,26,24842,26330,21997,735,6545,5168,13080,0,7,1004,992,1050,-452,-529,370,1095,998
02/04/2023,27,24500,26508,22142,740,6545,5747,13080,0,5,1003,992,1049,-452,-530,969,1095,998
02/04/2023,28,24238,25725,21446,744,6545,6128,13080,0,8,1003,992,1051,-451,-528,999,1095,998
02/04/2023,29,23992,25479,21246,769,6545,6353,13080,0,8,1004,992,1050,-451,-528,999,1095,998
02/04/2023,30,23723,25212,21017,793,6545,6160,13080,0,8,1004,992,1050,-452,-529,1000,1095,998
02/04/2023,31,23433,24920,20736,817,6545,5888,13080,0,8,1003,992,1052,-451,-528,999,1095,998
02/04/2023,32,23588,25073,20882,841,6545,5612,13080,0,6,1004,992,1050,-451,-528,999,1095,998
02/04/2023,33,24347,25835,21569,857,6545,5095,13080,0,8,1003,992,1050,-452,-528,1018,1095,998
02/04/2023,34,25605,27096,22730,872,6545,4285,13080,0,11,1003,992,1050,-452,-528,1019,1095,998
02/04/2023,35,27065,28553,24135,868,6545,3466,13080,0,9,1004,992,1050,-451,-528,1019,1095,998
02/04/2023,36,28247,29667,25318,864,6545,2612,13080,0,6,1004,992,1050,-438,-476,1019,1095,998
02/04/2023,37,28925,30107,26025,816,6545,1712,13080,0,13,1004,992,1051,-342,-327,1019,1096,997
02/04/2023,38,29782,30892,26944,767,6545,845,13080,0,5,1003,991,1024,-429,-176,1019,1095,998
02/04/2023,39,30275,31418,27472,794,6545,157,13080,0,5,1004,992,637,-452,-186,779,1095,998
02/04/2023,40,30410,31536,27642,820,6545,0,13080,0,5,1004,992,636,-452,-169,770,1095,998
02/04/2023,41,30719,31720,27923,857,6545,0,13080,0,5,1004,992,947,-452,-44,926,1095,998
02/04/2023,42,30123,31112,27407,893,6545,0,13080,0,9,1003,992,980,-439,-41,931,1095,997
02/04/2023,43,29224,30080,26545,959,6545,0,13080,0,9,938,992,871,-347,0,656,1095,989
02/04/2023,44,27997,28957,25489,1024,6545,0,13080,0,10,935,992,867,-434,-16,645,1095,988
02/04/2023,45,26914,27964,24446,1083,6545,0,13080,0,12,917,992,958,-452,-86,790,1095,997
02/04/2023,46,25359,26426,23153,1142,6545,0,13080,0,12,917,991,954,-452,-103,796,1095,998
02/04/2023,47,23723,24943,21653,1192,6545,0,13080,0,272,975,983,679,-383,-65,982,1095,998
02/04/2023,48,22652,23822,20678,1241,6545,0,13080,0,312,978,976,678,-236,-122,988,1091,993
03/04/2023,1,21995,23230,20066,1233,6545,0,13080,0,634,869,740,950,-91,-10,731,1029,804
03/04/2023,2,21519,23064,19656,1225,6545,0,13080,0,976,861,724,976,-69,138,722,1026,790
03/04/2023,3,21761,23441,19959,1222,6545,0,13080,0,1180,608,767,1047,13,248,928,1088,757
03/04/2023,4,22242,24020,20491,1219,6545,0,13080,0,1278,596,773,1050,129,252,935,1095,760
03/04/2023,5,22370,24146,20622,1210,6545,0,13080,0,1276,756,908,962,171,252,795,1095,984
03/04/2023,6,22164,23940,20392,1201,6545,0,13080,0,1276,766,914,958,107,253,790,1095,994
03/04/2023,7,21833,23863,20028,1186,6545,0,13080,0,1530,758,754,1047,226,252,509,1095,832
03/04/2023,8,21648,23631,19866,1170,6545,0,13080,0,1483,755,733,1049,235,253,494,1081,810
03/04/2023,9,21599,22683,19821,1230,6545,0,13080,0,584,526,351,680,342,255,22,904,406
03/04/2023,10,21754,22541,19981,1289,6545,0,13080,0,287,503,317,657,277,260,0,896,367
03/04/2023,11,22420,23191,20587,1309,6545,0,13080,0,71,-86,83,430,374,362,-59,1074,-55
03/04/2023,12,23450,24302,21548,1328,6545,0,13080,0,85,-124,64,428,360,353,-60,1092,-83
03/04/2023,13,25380,26400,23342,1347,6545,0,13080,0,61,-243,2,254,400,470,-100,1043,-116
03/04/2023,14,26880,27847,24754,1365,6545,24,13080,0,14,-241,10,258,393,492,-100,1040,-112
03/04/2023,15,29358,29868,27033,1317,6545,409,13080,0,10,103,520,792,309,370,280,1089,73
03/04/2023,16,30345,30853,27831,1268,6545,1208,13080,0,8,130,554,818,361,226,296,1095,105
03/04/2023,17,31430,31938,28693,1289,6545,2095,13080,0,8,299,479,880,238,81,672,1095,827
03/04/2023,18,30987,31496,28220,1309,6545,3135,13080,0,9,324,486,885,96,0,687,1095,871
03/04/2023,19,31007,31516,28293,1364,6545,4150,13080,0,9,963,953,1049,1,0,969,1095,778
03/04/2023,20,30464,31041,27812,1418,6545,5106,13080,0,9,1000,982,1050,-68,0,979,1095,768
03/04/2023,21,29396,30089,26771,1498,6545,5923,13080,0,8,723,808,1050,-185,0,706,1095,637
03/04/2023,22,28895,29579,26300,1578,6545,6264,13080,0,6,690,790,1050,-178,0,695,1095,636
03/04/2023,23,28058,28737,25541,1599,6545,6644,13080,0,8,-8,527,1051,-163,58,777,1095,878
03/04/2023,24,27659,28223,25211,1620,6545,7430,13080,0,6,-44,516,1051,-14,12,779,1095,896
03/04/2023,25,27438,27946,25027,1621,6545,7943,13080,0,8,433,774,1050,53,0,860,1095,993
03/04/2023,26,26405,26913,24067,1621,6545,8551,13080,0,8,467,795,1050,110,0,863,1072,999
03/04/2023,27,25499,26007,23233,1607,6545,8782,13080,0,8,752,929,1050,14,0,995,777,998
03/04/2023,28,24530,25049,22301,1592,6545,8817,13080,0,8,760,933,1051,-11,0,999,729,997
03/04/2023,29,24015,24647,21812,1585,6545,8776,13080,0,8,431,753,1050,-124,0,757,589,953
03/04/2023,30,23656,24300,21466,1578,6545,8509,13080,0,10,412,738,1050,-134,0,743,542,948
03/04/2023,31,23684,24240,21439,1585,6545,7928,13080,0,10,528,653,1050,-46,0,260,170,863
03/04/2023,32,24083,24639,21834,1592,6545,7139,13080,0,8,532,644,1050,-48,0,240,152,859
03/04/2023,33,25065,25622,22785,1591,6545,6176,13080,0,7,332,524,1050,67,-50,624,525,924
03/04/2023,34,26675,27195,24269,1590,6545,5185,13080,0,11,318,514,1050,216,-9,639,601,929
03/04/2023,35,28435,28948,25917,1542,6545,4121,13080,0,13,143,450,914,340,0,428,973,962
03/04/2023,36,30189,30704,27631,1494,6545,3024,13080,0,15,137,438,905,275,0,420,1025,952
03/04/2023,37,31289,31796,28728,1416,6545,1965,13080,0,7,423,158,904,372,0,145,1088,537
03/04/2023,38,32088,32593,29524,1337,6545,960,13080,0,5,431,144,905,309,0,136,1095,514
03/04/2023,39,32841,33370,30190,1374,6545,206,13080,0,6,-23,350,1037,162,0,449,1095,666
03/04/2023,40,33247,33796,30511,1410,6545,1,13080,0,4,-45,373,1046,25,38,462,1095,681
03/04/2023,41,33368,33945,30581,1428,6545,0,13080,0,10,341,670,1024,-67,0,663,1095,893
03/04/2023,42,32564,33301,29833,1445,6545,0,13080,0,7,365,687,1024,-198,-32,670,1095,894
03/04/2023,43,31591,32245,28899,1432,6545,0,13080,0,10,535,570,993,-144,21,434,1095,422
03/04/2023,44,30144,30894,27595,1418,6545,0,13080,0,9,531,550,991,-224,-17,426,1095,390
03/04/2023,45,28490,29154,26101,1411,6545,0,13080,0,14,-13,137,842,-137,0,350,1095,297
03/04/2023,46,26847,27644,24536,1403,6545,0,13080,0,13,-52,103,840,-232,0,347,1095,287
03/04/2023,47,25098,26243,22930,1394,6545,0,13080,0,71,-267,-82,611,-225,56,123,1095,172
03/04/2023,48,23855,25164,21754,1384,6545,0,13080,0,370,-273,-92,587,-74,11,114,1095,166
04/04/2023,1,22885,24109,20865,1363,6545,0,13080,0,636,-88,32,210,32,0,4,1095,241
04/04/2023,2,22618,23999,20612,1341,6545,0,13080,0,806,-75,47,207,77,0,0,1095,248
04/04/2023,3,22570,24107,20606,1327,6545,0,13080,0,987,44,282,379,-50,0,90,1095,298
04/04/2023,4,22954,24403,21071,1312,6545,0,13080,0,943,54,299,392,-6,0,93,1095,301
04/04/2023,5,22722,24470,20892,1273,6545,0,13080,0,1248,127,319,522,0,0,205,1095,301
04/04/2023,6,22240,24065,20664,1234,6545,0,13080,0,1325,132,319,527,0,0,208,1087,297
04/04/2023,7,22404,24275,20576,1194,6545,0,13080,0,1322,178,292,532,0,0,-49,983,139
04/04/2023,8,22300,24048,20466,1153,6545,0,13080,0,1188,169,272,533,0,0,-60,978,121
04/04/2023,9,22273,24309,20486,1186,6545,0,13080,0,540,-424,-363,163,68,52,-79,1083,-130
04/04/2023,10,22446,24440,20667,1218,6545,0,13080,0,376,-461,-407,118,217,54,-81,1066,-169
04/04/2023,11,22704,26064,20832,1202,6545,0,13080,0,238,-603,-453,-155,341,197,-439,694,-972
04/04/2023,12,24047,27435,22118,1186,6545,0,13080,0,148,-611,-465,-190,277,346,-453,658,-1021
04/04/2023,13,26250,29289,24139,1168,6545,0,13080,0,14,-603,-789,544,374,481,-213,793,-920
04/04/2023,14,27527,30540,25268,1149,6545,40,13080,0,16,-598,-802,639,399,504,-200,828,-897
04/04/2023,15,29693,31608,27178,1100,6545,508,13080,0,267,-420,-424,552,399,504,296,1066,-304
04/04/2023,16,30322,31999,27652,1050,6545,1462,13080,0,128,-395,-387,582,379,454,320,1095,-267
04/04/2023,17,31815,32577,29011,1058,6545,2535,13080,0,8,138,14,1026,257,313,293,1095,-254
04/04/2023,18,31371,32128,28517,1065,6545,3573,13080,0,12,176,45,1027,227,170,291,1094,-245
04/04/2023,19,30614,31126,27717,1102,6545,4578,13080,0,12,439,160,1047,83,29,387,1082,29
04/04/2023,20,29605,30207,26739,1139,6545,5669,13080,0,9,457,172,1048,-31,-62,392,1052,52
04/04/2023,21,28655,29468,25875,1214,6545,6641,13080,0,11,613,331,1049,-172,-130,738,693,241
04/04/2023,22,27275,28080,24619,1289,6545,7438,13080,0,16,631,358,1048,-276,-13,751,677,269
04/04/2023,23,26277,26947,23685,1366,6545,8110,13080,0,14,981,951,1049,-156,58,915,1049,816
04/04/2023,24,25551,26186,23018,1443,6545,8655,13080,0,114,1004,992,1049,-21,12,921,1095,854
04/04/2023,25,25364,25922,22830,1511,6545,9040,13080,0,11,1004,992,1049,-47,0,995,1095,978
04/04/2023,26,24745,25289,22262,1578,6545,9240,13080,0,16,1004,992,1048,-28,0,998,1095,986
04/04/2023,27,24000,24518,21605,1598,6545,9289,13080,0,16,1004,992,1020,-2,0,999,1095,991
04/04/2023,28,23567,24080,21183,1617,6545,9141,13080,0,13,1004,992,1019,4,0,999,1095,987
04/04/2023,29,23471,23981,21144,1635,6545,8769,13080,0,10,1004,992,1048,57,0,909,1095,853
