SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,NSL_FLOW,ELECLINK_FLOW
07/02/2023,35,39910,41436,36308,622,6545,0,13080,0,4,1354,654,293,-447,-475,1017,1397,997
07/02/2023,36,40814,42247,37071,638,6545,0,13080,0,4,1367,671,306,-451,-378,1019,1397,998
07/02/2023,37,40748,42247,37073,673,6545,0,13080,0,1,1257,892,307,-451,-447,862,1396,999
07/02/2023,38,40832,42376,37249,707,6545,0,13080,0,1,1266,908,306,-438,-505,856,1387,999
07/02/2023,39,40414,41746,36992,747,6545,0,13080,0,4,1911,968,248,-342,-386,1014,1271,993
07/02/2023,40,39453,40895,36130,786,6545,0,13080,0,8,1951,969,246,-414,-420,1019,1257,984
07/02/2023,41,38137,39377,34997,806,6545,0,13080,0,10,1969,852,130,-333,-297,862,1257,715
07/02/2023,42,36627,37861,33685,825,6545,0,13080,0,7,1960,831,129,-386,-241,848,1257,688
07/02/2023,43,34903,35887,32100,865,6545,0,13080,0,3,1222,381,217,-285,-96,223,1257,348
07/02/2023,44,33663,34626,30897,905,6545,0,13080,0,6,1007,340,221,-333,-24,190,1257,321
07/02/2023,45,31607,32545,29070,966,6545,0,13080,0,6,272,-26,229,-242,0,-64,1257,157
07/02/2023,46,29875,31002,27474,1027,6545,0,13080,0,32,132,-46,235,-338,-40,-71,1257,144
07/02/2023,47,28053,29301,25768,1066,6545,0,13080,0,163,-72,133,793,-395,-18,339,1257,87
07/02/2023,48,26656,27956,24573,1105,6545,0,13080,0,324,-65,142,821,-311,0,356,1257,82
08/02/2023,1,26386,27828,24453,1200,6545,0,13080,0,564,506,27,798,-278,0,494,1257,33
08/02/2023,2,26774,28244,24927,1294,6545,0,13080,0,742,542,19,788,-128,0,497,1257,28
08/02/2023,3,26261,27886,24533,1383,6545,0,13080,0,978,320,5,513,-27,0,173,1257,-20
08/02/2023,4,25610,27477,24099,1471,6545,0,13080,0,1173,301,4,510,-70,0,157,1257,-24
08/02/2023,5,24933,26955,23628,1553,6545,0,13080,0,1306,-29,18,333,7,0,-58,1257,-29
08/02/2023,6,24642,26696,23338,1634,6545,0,13080,0,1294,-64,18,330,41,0,-66,1257,-30
08/02/2023,7,24437,27209,23204,1717,6545,0,13080,0,1285,-722,-61,244,181,47,-48,1257,-56
08/02/2023,8,23840,26680,22659,1799,6545,0,13080,0,1279,-774,-77,243,200,2,-47,1257,-63
08/02/2023,9,23748,27649,22624,1840,6545,0,13080,0,1188,-1376,-478,366,315,5,191,1257,-259
08/02/2023,10,23741,27582,22643,1881,6545,0,13080,0,1024,-1414,-515,369,268,115,200,1257,-288
08/02/2023,11,24662,28586,23477,1901,6545,0,13080,0,25,-1547,-828,105,371,266,25,1257,-924
08/02/2023,12,25896,29845,24611,1920,6545,0,13080,0,9,-1536,-849,102,400,414,19,1257,-955
08/02/2023,13,28873,31419,27366,1950,6545,0,13080,0,9,-551,-810,309,400,503,16,1257,-576
08/02/2023,14,31652,34029,29952,1980,6545,0,13080,0,8,-439,-786,326,400,504,16,1257,-544
08/02/2023,15,34763,36837,32746,2039,6545,0,13080,0,8,-1129,-42,683,400,504,1,1257,-295
08/02/2023,16,35852,37844,33724,2097,6545,23,13080,0,10,-1109,10,725,395,446,0,1246,-273
08/02/2023,17,37167,37833,34925,2160,6545,445,13080,0,10,171,61,991,316,303,0,1112,-56
08/02/2023,18,37359,38012,35076,2222,6545,1286,13080,0,12,281,64,1016,385,160,0,1095,-41
08/02/2023,19,37227,37838,34873,2319,6545,2269,13080,0,10,246,22,1053,339,85,0,1095,-1
08/02/2023,20,36312,36922,34051,2415,6545,3245,13080,0,8,231,20,1054,194,1,0,1095,-2
08/02/2023,21,34909,36035,32627,2503,6545,4006,13080,0,8,-399,42,1054,48,0,0,1095,-119
08/02/2023,22,34057,35226,31772,2591,6545,4607,13080,0,8,-435,42,1054,69,0,0,1095,-126
08/02/2023,23,33377,34275,31144,2666,6545,5087,13080,0,7,-214,22,1053,185,6,0,1095,-77
08/02/2023,24,32438,33323,30259,2741,6545,5456,13080,0,7,-202,22,1054,221,0,0,1095,-76
08/02/2023,25,31863,32745,29664,2812,6545,5624,13080,0,6,-124,88,1054,327,0,0,1095,-152
08/02/2023,26,31378,32270,29254,2882,6545,5615,13080,0,7,-121,89,1054,311,0,0,1095,-164
08/02/2023,27,30916,32284,28831,2891,6545,5306,13080,0,7,-330,-55,1054,395,0,0,1095,-376
08/02/2023,28,31183,32603,29107,2899,6545,4750,13080,0,7,-350,-70,1054,400,1,0,1095,-393
08/02/2023,29,31451,33651,29386,2923,6545,4023,13080,0,7,-846,-262,933,400,88,0,1095,-485
08/02/2023,30,31982,34263,29899,2946,6545,3178,13080,0,9,-881,-288,913,400,106,0,1095,-503
08/02/2023,31,33190,36485,31095,2990,6545,2217,13080,0,7,-1031,-739,208,400,129,0,1095,-918
08/02/2023,32,34724,38088,32612,3033,6545,1279,13080,0,12,-1032,-773,165,385,275,0,1095,-947
08/02/2023,33,36035,39589,33850,3098,6545,533,13080,0,9,-1032,-894,2,288,348,0,1095,-1019
08/02/2023,34,37267,40819,34927,3163,6545,84,13080,0,7,-1032,-895,0,377,468,0,1095,-1018
08/02/2023,35,38961,41832,36462,3215,6545,0,13080,0,2,-842,-621,291,343,368,0,1095,-806
08/02/2023,36,39833,42637,37311,3266,6545,0,13080,0,3,-806,-602,320,346,300,0,1095,-793
08/02/2023,37,39714,42427,37297,3244,6545,0,13080,0,2,-759,-560,498,212,155,0,1095,-792
08/02/2023,38,39263,41960,36917,3222,6545,0,13080,0,4,-766,-546,519,63,21,0,1095,-781
08/02/2023,39,38614,40345,36309,3128,6545,0,13080,0,8,-571,-127,758,-51,0,0,1095,-374
08/02/2023,40,37553,38974,35206,3033,6545,0,13080,0,8,-175,-89,759,-200,-1,0,1095,-348
08/02/2023,41,36477,38252,34038,2929,6545,0,13080,0,7,-450,264,951,-351,-40,0,1095,-327
08/02/2023,42,35161,36942,32642,2825,6545,0,13080,0,7,-432,287,968,-417,0,0,1095,-325
08/02/2023,43,33635,34973,31140,2726,6545,0,13080,0,5,386,264,1052,-408,0,0,1095,-325
08/02/2023,44,31700,33139,29355,2626,6545,0,13080,0,7,405,252,1054,-450,-55,0,1095,-327
08/02/2023,45,29834,32034,27702,2532,6545,0,13080,0,7,-552,-114,1053,-450,-57,0,1095,-420
08/02/2023,46,28164,30524,26201,2438,6545,0,13080,0,10,-617,-138,1054,-450,-131,0,1095,-414
08/02/2023,47,26448,28195,24609,2362,6545,0,13080,0,16,-466,-92,1051,-450,-123,0,1095,5
08/02/2023,48,25220,27432,23494,2286,6545,0,13080,0,426,-449,-88,1052,-450,-199,0,1095,31
09/02/2023,1,25001,26891,23346,2268,6545,0,13080,0,581,-22,-66,1050,-382,-208,0,1095,-31
